season,season_year,rank,player,player_url,position,nationality,age,club,club_url,matches,assists,goals
2006/07,2006,13,Luciano de Bruno,https://www.transfermarkt.com/luciano-de-bruno/profil/spieler/44871,Attacking Midfield,Argentina,28,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,22,3,
2006/07,2006,14,Yaniv Katan,https://www.transfermarkt.com/yaniv-katan/profil/spieler/24475,Attacking Midfield,Israel,26,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,27,3,
2006/07,2006,15,Omer Peretz,https://www.transfermarkt.com/omer-peretz/profil/spieler/58336,Centre-Forward,Israel,21,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,29,3,
2006/07,2006,16,Zeno Bundea,https://www.transfermarkt.com/zeno-bundea/profil/spieler/1395,Attacking Midfield,Romania,29,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,29,3,
2006/07,2006,17,Elyaniv Barda,https://www.transfermarkt.com/elyaniv-barda/profil/spieler/24458,Centre-Forward,Israel,25,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,29,3,
2006/07,2006,18,Gustavo Boccoli,https://www.transfermarkt.com/gustavo-boccoli/profil/spieler/24462,Central Midfield,Brazil; Israel,29,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,31,3,
2006/07,2006,19,Fabrice Fernandes,https://www.transfermarkt.com/fabrice-fernandes/profil/spieler/4116,Left Winger,France,26,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,6,2,
2006/07,2006,20,Dani Freda,https://www.transfermarkt.com/dani-freda/profil/spieler/112751,Right Winger,Israel,20,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,19,2,
2006/07,2006,21,Idan Srur,https://www.transfermarkt.com/idan-srur/profil/spieler/61741,Left Midfield,Israel,20,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,20,2,
2006/07,2006,22,Ofer Talker,https://www.transfermarkt.com/ofer-talker/profil/spieler/177692,Right-Back,Israel,34,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,22,2,
2006/07,2006,23,Maor Buzaglo,https://www.transfermarkt.com/maor-buzaglo/profil/spieler/56657,Right Winger,Israel; Portugal,19,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,25,2,
2006/07,2006,24,Lior Refaelov,https://www.transfermarkt.com/lior-refaelov/profil/spieler/24484,Attacking Midfield,Israel; Belgium,21,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,25,2,
2006/07,2006,25,Alain Masudi,https://www.transfermarkt.com/alain-masudi/profil/spieler/3063,Attacking Midfield,DR Congo; France,29,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,26,2,
2006/07,2006,26,Alon Harazi,https://www.transfermarkt.com/alon-harazi/profil/spieler/24473,Centre-Back,Israel,36,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,28,2,
2006/07,2006,27,Yaniv Azran,https://www.transfermarkt.com/yaniv-azran/profil/spieler/58325,Centre-Forward,Israel; Poland,24,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,28,2,
2006/07,2006,28,Yigal Antebi,https://www.transfermarkt.com/yigal-antebi/profil/spieler/44863,Left-Back,Israel,32,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,29,2,
2006/07,2006,29,Assi Baldout,https://www.transfermarkt.com/assi-baldout/profil/spieler/112664,Left Midfield,Israel,25,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,29,2,
2006/07,2006,30,Yuval Shpungin,https://www.transfermarkt.com/yuval-shpungin/profil/spieler/48536,Right-Back,Israel; Estonia,20,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,29,2,
2006/07,2006,31,Yossi Rosen,https://www.transfermarkt.com/yossi-rosen/profil/spieler/113490,Central Midfield,Israel; United States,27,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,29,2,
2006/07,2006,32,Itay Shechter,https://www.transfermarkt.com/itay-shechter/profil/spieler/44760,Centre-Forward,Israel; Romania,20,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,30,2,
2006/07,2006,33,Rubil Sarsour,https://www.transfermarkt.com/rubil-sarsour/profil/spieler/34673,Striker,Israel,23,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,30,2,
2006/07,2006,34,Ismaail Amar,https://www.transfermarkt.com/ismaail-amar/profil/spieler/24069,Right-Back,Israel,30,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,30,2,
2006/07,2006,35,Kfir Edri,https://www.transfermarkt.com/kfir-edri/profil/spieler/34651,Left-Back,Israel,30,for 2 clubs,,31,2,
2006/07,2006,36,Milovan Mirosevic,https://www.transfermarkt.com/milovan-mirosevic/profil/spieler/30686,Attacking Midfield,Chile; Croatia,26,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,31,2,
2006/07,2006,37,Awudu Okocha,https://www.transfermarkt.com/awudu-okocha/profil/spieler/28291,Centre-Forward,Ghana,22,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,31,2,
2006/07,2006,38,Dedi Ben Dayan,https://www.transfermarkt.com/dedi-ben-dayan/profil/spieler/38837,Left-Back,Israel,28,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,32,2,
2006/07,2006,39,Roberto Colautti,https://www.transfermarkt.com/roberto-colautti/profil/spieler/24463,Centre-Forward,Israel; Argentina,25,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,32,2,
2006/07,2006,40,Yaniv Luzon,https://www.transfermarkt.com/yaniv-luzon/profil/spieler/79993,Left Winger,Israel,25,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,32,2,
2006/07,2006,41,Maharan Radi,https://www.transfermarkt.com/maharan-radi/profil/spieler/112680,Central Midfield,Israel,24,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,33,2,
2006/07,2006,42,Yinon Barda,https://www.transfermarkt.com/yinon-barda/profil/spieler/200358,Centre-Forward,Israel,22,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,6,1,
2006/07,2006,43,Avi Avinu,https://www.transfermarkt.com/avi-avinu/profil/spieler/211512,Centre-Forward,Israel,23,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,6,1,
2006/07,2006,44,Valentin Teodorica,https://www.transfermarkt.com/valentin-teodorica/profil/spieler/726091,Centre-Back,Israel; Romania,26,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,9,1,
2006/07,2006,45,Rahamim Checkol,https://www.transfermarkt.com/rahamim-checkol/profil/spieler/112007,Left-Back,Israel; Ethiopia,19,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,10,1,
2006/07,2006,46,Hay Ben Lulu,https://www.transfermarkt.com/hay-ben-lulu/profil/spieler/129926,Right-Back,Israel,25,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,12,1,
2006/07,2006,47,Dejan Ilic,https://www.transfermarkt.com/dejan-ilic/profil/spieler/19707,Central Midfield,Serbia,31,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,14,1,
2006/07,2006,48,Omri Afek,https://www.transfermarkt.com/omri-afek/profil/spieler/16119,Attacking Midfield,Israel,28,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,14,1,
2006/07,2006,49,Abbas Suan,https://www.transfermarkt.com/abbas-suan/profil/spieler/44762,Defensive Midfield,Israel,31,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,15,1,
2006/07,2006,50,Joeano,https://www.transfermarkt.com/joeano/profil/spieler/17292,Centre-Forward,Brazil; Portugal,27,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,15,1,
2006/07,2006,51,Barak Itzhaki,https://www.transfermarkt.com/barak-itzhaki/profil/spieler/50811,Centre-Forward,Israel,22,Beitar Jerusalem,https://www.transfermarkt.com/beitar-jerusalem/startseite/verein/3793/saison_id/2006,15,1,
2006/07,2006,52,Jean-Jacques Gosso,https://www.transfermarkt.com/jean-jacques-gosso/profil/spieler/80696,Defensive Midfield,Cote d'Ivoire,24,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,17,1,
2006/07,2006,53,Messay Dego,https://www.transfermarkt.com/messay-dego/profil/spieler/44872,Right Midfield,Israel; Ethiopia,21,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,18,1,
2006/07,2006,54,Shlomi Edri,https://www.transfermarkt.com/shlomi-edri/profil/spieler/130748,Centre-Forward,Israel,24,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,18,1,
2006/07,2006,55,David Revivo,https://www.transfermarkt.com/david-revivo/profil/spieler/112004,Right Midfield,Israel,29,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,18,1,
2006/07,2006,56,Abedi Said Makasi,https://www.transfermarkt.com/abedi-said-makasi/profil/spieler/18125,Centre-Forward,Rwanda,24,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,19,1,
2006/07,2006,57,Liron Zarko,https://www.transfermarkt.com/liron-zarko/profil/spieler/143739,Defender,Israel,26,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,20,1,
2006/07,2006,58,Shai Biton,https://www.transfermarkt.com/shai-biton/profil/spieler/311775,Midfielder,Israel,21,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,21,1,
2006/07,2006,59,Yossi Abukasis,https://www.transfermarkt.com/yossi-abukasis/profil/spieler/133672,Defensive Midfield,Israel,36,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,21,1,
2006/07,2006,60,Shlomi Toledo,https://www.transfermarkt.com/shlomi-toledo/profil/spieler/725692,Centre-Forward,Israel,27,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,21,1,
2006/07,2006,61,Erez Eliav,https://www.transfermarkt.com/erez-eliav/profil/spieler/725691,Right-Back,Israel,29,for 2 clubs,,22,1,
2006/07,2006,62,Dani Bonder,https://www.transfermarkt.com/dani-bonder/profil/spieler/44867,Right-Back,Israel; Russia,20,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,23,1,
2006/07,2006,63,Asi Domb,https://www.transfermarkt.com/asi-domb/profil/spieler/44875,Centre-Back,Israel,33,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,24,1,
2006/07,2006,64,Patrick Suffo,https://www.transfermarkt.com/patrick-suffo/profil/spieler/6939,Centre-Forward,Cameroon; France,29,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,25,1,
2006/07,2006,65,Shalev Menashe,https://www.transfermarkt.com/shalev-menashe/profil/spieler/96393,Left Midfield,Israel,25,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,25,1,
2006/07,2006,66,Lior Reuven,https://www.transfermarkt.com/lior-reuven/profil/spieler/112011,Right-Back,Israel,26,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,26,1,
2006/07,2006,67,Soli Tzemah,https://www.transfermarkt.com/soli-tzemah/profil/spieler/24102,Defensive Midfield,Israel,25,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,26,1,
2006/07,2006,68,Omer Golan,https://www.transfermarkt.com/omer-golan/profil/spieler/24079,Centre-Forward,Israel,24,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,26,1,
2006/07,2006,69,Ibe Ogbonna,https://www.transfermarkt.com/ibe-ogbonna/profil/spieler/53198,Centre-Forward,Nigeria,24,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,26,1,
2006/07,2006,70,Ofir Haim,https://www.transfermarkt.com/ofir-haim/profil/spieler/25474,Centre-Forward,Israel,32,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,26,1,
2006/07,2006,71,Reuven Oved,https://www.transfermarkt.com/reuven-oved/profil/spieler/24219,Attacking Midfield,Israel,23,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,27,1,
2006/07,2006,72,Eitan Azaria,https://www.transfermarkt.com/eitan-azaria/profil/spieler/24455,Right-Back,Israel,24,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,27,1,
2006/07,2006,73,Shimon Abuhatzira,https://www.transfermarkt.com/shimon-abuhatzira/profil/spieler/200299,Centre-Forward,Israel,20,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,27,1,
2006/07,2006,74,Abubakari Yahuza,https://www.transfermarkt.com/abubakari-yahuza/profil/spieler/144169,Central Midfield,Ghana,23,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,27,1,
2006/07,2006,75,Eyal Tartatzky,https://www.transfermarkt.com/eyal-tartatzky/profil/spieler/129933,Left-Back,Israel,29,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,27,1,
2006/07,2006,76,José Duarte,https://www.transfermarkt.com/jose-duarte/profil/spieler/131835,Centre-Forward,Brazil,26,Hapoel Kfar Saba,https://www.transfermarkt.com/hapoel-kfar-saba/startseite/verein/7532/saison_id/2006,27,1,
2006/07,2006,77,Hrvoje Kovacevic,https://www.transfermarkt.com/hrvoje-kovacevic/profil/spieler/36834,Central Midfield,Croatia,24,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,28,1,
2006/07,2006,78,Imaye Taga,https://www.transfermarkt.com/imaye-taga/profil/spieler/44764,Defensive Midfield,Israel; Ethiopia,22,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,28,1,
2006/07,2006,79,Eyal Meshumar,https://www.transfermarkt.com/eyal-meshumar/profil/spieler/44626,Right-Back,Israel,23,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,28,1,
2006/07,2006,80,Shlomi Arbeitman,https://www.transfermarkt.com/shlomi-arbeitman/profil/spieler/43982,Centre-Forward,Israel,22,Maccabi Haifa,https://www.transfermarkt.com/maccabi-haifa/startseite/verein/1064/saison_id/2006,28,1,
2006/07,2006,81,Moshe Biton,https://www.transfermarkt.com/moshe-biton/profil/spieler/24208,Centre-Forward,Israel,24,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,28,1,
2006/07,2006,82,Cristian González,https://www.transfermarkt.com/cristian-gonzalez/profil/spieler/35347,Centre-Back,Uruguay; Russia,30,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,29,1,
2006/07,2006,83,Kobi Ganon,https://www.transfermarkt.com/kobi-ganon/profil/spieler/24077,Left-Back,Israel,32,Maccabi Petah Tikva,https://www.transfermarkt.com/maccabi-petah-tikva/startseite/verein/3785/saison_id/2006,29,1,
2006/07,2006,84,Mazuwa Nsumbu,https://www.transfermarkt.com/mazuwa-nsumbu/profil/spieler/44757,Defensive Midfield,DR Congo,24,Maccabi Netanya,https://www.transfermarkt.com/maccabi-netanya/startseite/verein/5223/saison_id/2006,29,1,
2006/07,2006,85,Lior Asulin,https://www.transfermarkt.com/lior-asulin/profil/spieler/56965,Centre-Forward,Israel,26,Bnei Yehuda Tel Aviv,https://www.transfermarkt.com/bnei-yehuda-tel-aviv/startseite/verein/9095/saison_id/2006,30,1,
2006/07,2006,86,Omer Buksenbaum,https://www.transfermarkt.com/omer-buksenbaum/profil/spieler/112699,Central Midfield,Israel,24,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,30,1,
2006/07,2006,87,Dovani Roso,https://www.transfermarkt.com/dovani-roso/profil/spieler/15326,Attacking Midfield,Croatia; Israel,34,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,30,1,
2006/07,2006,88,Dayo Davies,https://www.transfermarkt.com/dayo-davies/profil/spieler/694429,Defensive Midfield,Nigeria,22,Maccabi Herzliya,https://www.transfermarkt.com/maccabi-herzliya/startseite/verein/8907/saison_id/2006,30,1,
2006/07,2006,89,Omri Kende,https://www.transfermarkt.com/omri-kende/profil/spieler/96381,Right-Back,Israel,20,Hapoel Petah Tikva,https://www.transfermarkt.com/hapoel-petah-tikva/startseite/verein/262/saison_id/2006,31,1,
2006/07,2006,90,Shuki Nagar,https://www.transfermarkt.com/shuki-nagar/profil/spieler/148405,Left-Back,Israel,29,Hakoah Amidar Ramat Gan,https://www.transfermarkt.com/hakoah-amidar-ramat-gan/startseite/verein/21535/saison_id/2006,31,1,
2006/07,2006,91,Gil Vermouth,https://www.transfermarkt.com/gil-vermouth/profil/spieler/44894,Right Midfield,Israel; Poland,21,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,31,1,
2006/07,2006,92,Walid Badir,https://www.transfermarkt.com/walid-badir/profil/spieler/24456,Defensive Midfield,Israel,33,Hapoel Tel Aviv,https://www.transfermarkt.com/hapoel-tel-aviv/startseite/verein/1017/saison_id/2006,32,1,
2006/07,2006,93,Yossi Shivhon,https://www.transfermarkt.com/yossi-shivhon/profil/spieler/43988,Central Midfield,Israel,25,Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119/saison_id/2006,32,1,
2006/07,2006,94,Idan Shriki,https://www.transfermarkt.com/idan-shriki/profil/spieler/112005,Centre-Forward,Israel,25,FC Ashdod,https://www.transfermarkt.com/fc-ashdod/startseite/verein/6105/saison_id/2006,32,1,
